,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,id,trade_node
266,Unowned,melanesian,animism,no,1,1,unknown,1,Solomon,no,0,SolomonIslands,1238,polynesia_node
267,Unowned,melanesian,animism,no,1,1,unknown,1,Vanuatu,no,0,Vanuatu,1239,polynesia_node
268,SIC,sicilian,catholic,no,6,6,fish,5,Messina,yes,0,Messina,124,genua
269,HAW,polynesian,animism,no,3,3,livestock,1,Kailua-Kona,yes,0,Hawaii,1240,polynesia_node
270,Unowned,polynesian,animism,no,1,1,unknown,1,Kiribati,no,0,Kiribati,1241,polynesia_node
271,VIL,melanesian,animism,no,3,3,livestock,1,Viseisei,yes,0,Fiji,1242,polynesia_node
272,SAM,polynesian,animism,no,3,3,cloth,2,Falealupo,yes,0,Samoa,1243,polynesia_node
273,Unowned,polynesian,animism,no,3,3,unknown,1,Tahiti,no,0,Tahiti,1244,polynesia_node
274,Unowned,papuan,animism,no,1,1,unknown,1,Manokwari,no,0,Manokwari,1245,the_moluccas
275,Unowned,maori,animism,no,1,1,gems,1,Hokitika,no,0,AtaWhenua,1246,polynesia_node
276,GEN,sardinian,catholic,yes,3,3,naval_supplies,2,Bastia,yes,0,Corsica,1247,genua
277,DGL,malayalam,sunni,no,2,2,,1,Malé,yes,0,Maldives,1248,comorin_cape
278,SOK,jukun,Unowned,no,1,1,unknown,1,Kwararafa,yes,0,Yola,1249,katsina
279,SIC,sicilian,catholic,no,5,5,wine,3,Palermo,yes,1,Palermo,125,genua
280,Unowned,Unowned,Unowned,no,0,0,,0,Vanern,no,0,Vanern,1250,
281,Unowned,Unowned,Unowned,no,0,0,,0,Vattern,no,0,Vattern,1251,
282,Unowned,Unowned,Unowned,no,0,0,,0,GulfofBothnia,no,0,GulfofBothnia,1252,
283,Unowned,Unowned,Unowned,no,0,0,,0,AlandsHav,no,0,AlandsHav,1253,
284,Unowned,Unowned,Unowned,no,0,0,,0,GulfofFinland,no,0,GulfofFinland,1254,
285,Unowned,Unowned,Unowned,no,0,0,,0,WesternBalticSea,no,0,WesternBalticSea,1255,
286,Unowned,Unowned,Unowned,no,0,0,,0,GulfofRiga,no,0,GulfofRiga,1256,
287,Unowned,Unowned,Unowned,no,0,0,,0,SouthernBalticSea,no,0,SouthernBalticSea,1257,
288,Unowned,Unowned,Unowned,no,0,0,,0,Oresund,no,0,Oresund,1258,
289,Unowned,Unowned,Unowned,no,0,0,,0,Kattegat,no,0,Kattegat,1259,
290,SIC,maltese,catholic,no,3,3,fish,2,Mdina,yes,0,Malta,126,genua
291,Unowned,Unowned,Unowned,no,0,0,,0,PeipsiJarv,no,0,PeipsiJarv,1260,
292,Unowned,Unowned,Unowned,no,0,0,,0,Ladoga,no,0,Ladoga,1261,
293,Unowned,Unowned,Unowned,no,0,0,,0,Onega,no,0,Onega,1262,
294,Unowned,Unowned,Unowned,no,0,0,,0,WhiteSea,no,0,WhiteSea,1263,
295,Unowned,Unowned,Unowned,no,0,0,,0,LofotenSea,no,0,LofotenSea,1264,
296,Unowned,Unowned,Unowned,no,0,0,,0,NorthernNorwegianSea,no,0,NorthernNorwegianSea,1265,
297,Unowned,Unowned,Unowned,no,0,0,,0,SouthernNorwegianSea,no,0,SouthernNorwegianSea,1266,north_sea
298,Unowned,Unowned,Unowned,no,0,0,,0,Skagerrack,no,0,Skagerrack,1267,
299,Unowned,Unowned,Unowned,no,0,0,,0,HelgolandBight,no,0,HelgolandBight,1268,
300,Unowned,Unowned,Unowned,no,0,0,,0,CoastofHolland,no,0,CoastofHolland,1269,english_channel
301,SAR,sardinian,catholic,no,3,3,fish,2,Sassari,yes,0,Sassari,127,genua
302,Unowned,Unowned,Unowned,no,0,0,,0,DoggerBank,no,0,DoggerBank,1270,english_channel
303,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofDover,no,0,StraitsofDover,1271,english_channel
304,Unowned,Unowned,Unowned,no,0,0,,0,TheChannel,no,0,TheChannel,1272,
305,Unowned,Unowned,Unowned,no,1,1,unknown,1,Taveta,no,0,Taveta,1273,african_great_lakes
306,Unowned,Unowned,Unowned,no,0,0,,0,CoastofBritanny,no,0,CoastofBritanny,1274,
307,Unowned,Unowned,Unowned,no,0,0,,0,QuiberonBay,no,0,QuiberonBay,1275,
308,Unowned,Unowned,Unowned,no,0,0,,0,CoteD'Argent,no,0,CoteD'Argent,1276,bordeaux
309,Unowned,Unowned,Unowned,no,0,0,,0,BayofBiscay,no,0,BayofBiscay,1277,
310,Unowned,Unowned,Unowned,no,0,0,,0,CantabrianSea,no,0,CantabrianSea,1278,
311,Unowned,Unowned,Unowned,no,0,0,,0,Tyne,no,0,Tyne,1279,
312,HAB,Unowned,catholic,yes,4,3,iron,3,Klagenfurt,yes,0,Karnten,128,
313,Unowned,Unowned,Unowned,no,0,0,,0,FirthofForth,no,0,FirthofForth,1280,north_sea
314,Unowned,Unowned,Unowned,no,0,0,,0,TheNorthSea,no,0,TheNorthSea,1281,north_sea
315,Unowned,Unowned,Unowned,no,0,0,,0,MorayFirth,no,0,MorayFirth,1282,north_sea
316,Unowned,Unowned,Unowned,no,0,0,,0,NorthChannel,no,0,NorthChannel,1283,
317,Unowned,Unowned,Unowned,no,0,0,,0,IrishSea,no,0,IrishSea,1284,
318,Unowned,Unowned,Unowned,no,0,0,,0,St,no,0,St,1285,
319,Unowned,Unowned,Unowned,no,0,0,,0,DonegalBay,no,0,DonegalBay,1286,
320,Unowned,Unowned,Unowned,no,0,0,,0,DingleBay,no,0,DingleBay,1287,
321,Unowned,Unowned,Unowned,no,0,0,,0,CelticSea,no,0,CelticSea,1288,
322,Unowned,Unowned,Unowned,no,0,0,,0,WesternApproaches,no,0,WesternApproaches,1289,
323,HAB,slovene,catholic,yes,4,4,livestock,2,Laibach,yes,0,Krain,129,venice
324,Unowned,Unowned,Unowned,no,0,0,,0,FinisterreBay,no,0,FinisterreBay,1290,
325,Unowned,Unowned,Unowned,no,0,0,,0,LusitanianSea,no,0,LusitanianSea,1291,
326,Unowned,Unowned,Unowned,no,0,0,,0,GulfofCadiz,no,0,GulfofCadiz,1292,
327,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofGibraltar,no,0,StraitsofGibraltar,1293,sevilla
328,Unowned,Unowned,Unowned,no,0,0,,0,GulfofAlmeira,no,0,GulfofAlmeira,1294,
329,Unowned,Unowned,Unowned,no,0,0,,0,GulfofValencia,no,0,GulfofValencia,1295,valencia
330,Unowned,Unowned,Unowned,no,0,0,,0,GulfofLion,no,0,GulfofLion,1296,
331,Unowned,Unowned,Unowned,no,0,0,,0,CoteD'Azur,no,0,CoteD'Azur,1297,
332,Unowned,Unowned,Unowned,no,0,0,,0,LigurianSea,no,0,LigurianSea,1298,genua
333,Unowned,Unowned,Unowned,no,0,0,,0,CoastoftheFaroes,no,0,CoastoftheFaroes,1299,
334,SHL,danish,catholic,no,4,4,livestock,3,Slesvig,yes,0,Slesvig,13,
335,VEN,dalmatian,catholic,no,2,3,,3,Pula,yes,1,Istria,130,venice
336,Unowned,Unowned,Unowned,no,0,0,,0,WesternMediterranean,no,0,WesternMediterranean,1300,
337,Unowned,Unowned,Unowned,no,0,0,,0,BarbaryCoast,no,0,BarbaryCoast,1301,
338,Unowned,Unowned,Unowned,no,0,0,,0,CapeBon,no,0,CapeBon,1302,
339,Unowned,Unowned,Unowned,no,0,0,,0,TyrreneanSea,no,0,TyrreneanSea,1303,
340,Unowned,Unowned,Unowned,no,0,0,,0,BayofNaples,no,0,BayofNaples,1304,
341,Unowned,Unowned,Unowned,no,0,0,,0,GulfofGabes,no,0,GulfofGabes,1305,
342,POR,yorumba,catholic,no,1,1,unknown,1,SaoTomel,yes,0,SaoTomel,1306,ivory_coast
343,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofMessina,no,0,StraitsofMessina,1307,
344,Unowned,Unowned,Unowned,no,0,0,,0,GulfofVenice,no,0,GulfofVenice,1308,venice
345,Unowned,Unowned,Unowned,no,0,0,,0,AdriaticSea,no,0,AdriaticSea,1309,
346,CRO,croatian,catholic,no,3,3,cloth,1,Zagreb,yes,0,Zagorje,131,ragusa
347,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofOtranto,no,0,StraitsofOtranto,1310,
348,Unowned,Unowned,Unowned,no,0,0,,0,GulfofTaranto,no,0,GulfofTaranto,1311,
349,Unowned,Unowned,Unowned,no,0,0,,0,IonianSea,no,0,IonianSea,1312,
350,Unowned,Unowned,Unowned,no,0,0,,0,GulfofSirte,no,0,GulfofSirte,1313,
351,Unowned,Unowned,Unowned,no,0,0,,0,GulfofTobruk,no,0,GulfofTobruk,1314,
352,Unowned,Unowned,Unowned,no,0,0,,0,BayofAlexandrian,no,0,BayofAlexandrian,1315,
353,Unowned,Unowned,Unowned,no,0,0,,0,PalestinianCoast,no,0,PalestinianCoast,1316,
354,Unowned,Unowned,Unowned,no,0,0,,0,GulfofCyprus,no,0,GulfofCyprus,1317,
355,HUN,slovak,catholic,no,3,4,copper,2,Spiš,yes,0,Spis,1318,pest
356,Unowned,Unowned,Unowned,no,0,0,,0,AegeanSea,no,0,AegeanSea,1319,constantinople
357,HAB,austrian,catholic,yes,4,4,grain,3,Judenburg,yes,0,Steiermark,132,
358,Unowned,Unowned,Unowned,no,0,0,,0,SeaofMarmara,no,0,SeaofMarmara,1320,constantinople
359,Unowned,Unowned,Unowned,no,0,0,,0,GulfofVarna,no,0,GulfofVarna,1321,
360,Unowned,Unowned,Unowned,no,0,0,,0,GulfofOdessa,no,0,GulfofOdessa,1322,crimea
361,Unowned,Unowned,Unowned,no,0,0,,0,SeaofAzov,no,0,SeaofAzov,1323,crimea
362,Unowned,Unowned,Unowned,no,0,0,,0,EasternBlackSea,no,0,EasternBlackSea,1324,
363,Unowned,Unowned,Unowned,no,0,0,,0,LakeBalaton,no,0,LakeBalaton,1325,
364,Unowned,Unowned,Unowned,no,0,0,,0,CaspianSea,no,0,CaspianSea,1326,
365,Unowned,Unowned,Unowned,no,0,0,,0,AralSea,no,0,AralSea,1327,
366,Unowned,Unowned,Unowned,no,0,0,,0,GulfofSuez,no,0,GulfofSuez,1328,gulf_of_aden
367,Unowned,Unowned,Unowned,no,0,0,,0,RedSea,no,0,RedSea,1329,gulf_of_aden
368,HAB,austrian,catholic,yes,4,4,grain,3,Linz,yes,0,Linz,133,
369,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofObokk,no,0,StraitsofObokk,1330,gulf_of_aden
370,Unowned,Unowned,Unowned,no,0,0,,0,BalelMandeb,no,0,BalelMandeb,1331,gulf_of_aden
371,Unowned,Unowned,Unowned,no,0,0,,0,CoastofMascate,no,0,CoastofMascate,1332,hormuz
372,Unowned,Unowned,Unowned,no,0,0,,0,MascateCoast,no,0,MascateCoast,1333,
373,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofHormuz,no,0,StraitsofHormuz,1334,hormuz
374,Unowned,Unowned,Unowned,no,0,0,,0,PersianGulf,no,0,PersianGulf,1335,basra
375,Unowned,Unowned,Unowned,no,0,0,,0,GulfofIndus,no,0,GulfofIndus,1336,
376,Unowned,Unowned,Unowned,no,0,0,,0,GulfofGujarat,no,0,GulfofGujarat,1337,
377,Unowned,Unowned,Unowned,no,0,0,,0,LaquediveIslands,no,0,LaquediveIslands,1338,
378,Unowned,Unowned,Unowned,no,0,0,,0,CoastofMalabar,no,0,CoastofMalabar,1339,
379,HAB,austrian,catholic,yes,6,6,wine,6,Wien,yes,2,Wien,134,
380,Unowned,Unowned,Unowned,no,0,0,,0,ComorinCape,no,0,ComorinCape,1340,comorin_cape
381,Unowned,Unowned,Unowned,no,0,0,,0,CoastofCaramandel,no,0,CoastofCaramandel,1341,
382,Unowned,Unowned,Unowned,no,0,0,,0,CoastofOrissa,no,0,CoastofOrissa,1342,
383,Unowned,Unowned,Unowned,no,0,0,,0,GangesDelta,no,0,GangesDelta,1343,ganges_delta
384,Unowned,Unowned,Unowned,no,0,0,,0,AkyabBay,no,0,AkyabBay,1344,
385,Unowned,Unowned,Unowned,no,0,0,,0,IrrawadyDelta,no,0,IrrawadyDelta,1345,
386,Unowned,Unowned,Unowned,no,0,0,,0,AndamanSea,no,0,AndamanSea,1346,
387,Unowned,Unowned,Unowned,no,0,0,,0,MerguiArchipelago,no,0,MerguiArchipelago,1347,
388,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofMalacca,no,0,StraitsofMalacca,1348,
389,Unowned,Unowned,Unowned,no,0,0,,0,NicobarIsles,no,0,NicobarIsles,1349,
390,HUN,hungarian,catholic,no,3,3,grain,2,Sopron,yes,0,Sopron,135,pest
391,Unowned,Unowned,Unowned,no,0,0,,0,CoastofAtjeh,no,0,CoastofAtjeh,1350,
392,Unowned,Unowned,Unowned,no,0,0,,0,CoastofSumatra,no,0,CoastofSumatra,1351,
393,Unowned,Unowned,Unowned,no,0,0,,0,ChristmasIsland,no,0,ChristmasIsland,1352,
394,Unowned,Unowned,Unowned,no,0,0,,0,CoastofJava,no,0,CoastofJava,1353,
395,Unowned,Unowned,Unowned,no,0,0,,0,CoastofSurabaya,no,0,CoastofSurabaya,1354,
396,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofLombok,no,0,StraitsofLombok,1355,
397,Unowned,Unowned,Unowned,no,0,0,,0,TimorSea,no,0,TimorSea,1356,
398,Unowned,Unowned,Unowned,no,0,0,,0,TheMoluccas,no,0,TheMoluccas,1357,the_moluccas
399,Unowned,Unowned,Unowned,no,0,0,,0,JavaSea,no,0,JavaSea,1358,
400,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofMakassar,no,0,StraitsofMakassar,1359,
401,DAL,dalmatian,catholic,no,4,3,wool,2,Split,yes,0,Dalmatia,136,ragusa
402,Unowned,Unowned,Unowned,no,0,0,,0,KarimataStrait,no,0,KarimataStrait,1360,
403,Unowned,Unowned,Unowned,no,0,0,,0,StraitsofJohore,no,0,StraitsofJohore,1361,malacca
404,Unowned,Unowned,Unowned,no,0,0,,0,MalayanSea,no,0,MalayanSea,1362,
405,Unowned,Unowned,Unowned,no,0,0,,0,CoastofSarawk,no,0,CoastofSarawk,1363,
406,Unowned,Unowned,Unowned,no,0,0,,0,MekongDelta,no,0,MekongDelta,1364,
407,Unowned,Unowned,Unowned,no,0,0,,0,GulfofSiam,no,0,GulfofSiam,1365,gulf_of_siam
408,Unowned,Unowned,Unowned,no,0,0,,0,CamRahBay,no,0,CamRahBay,1366,
409,Unowned,Unowned,Unowned,no,0,0,,0,SouthChinaSea,no,0,SouthChinaSea,1367,
410,Unowned,Unowned,Unowned,no,0,0,,0,CoastofBrunei,no,0,CoastofBrunei,1368,
411,Unowned,Unowned,Unowned,no,0,0,,0,CoastofAnnam,no,0,CoastofAnnam,1369,
412,RAG,dalmatian,catholic,no,5,6,salt,3,Ragusa,yes,2,Ragusa,137,ragusa
413,Unowned,Unowned,Unowned,no,0,0,,0,GulfofTonkin,no,0,GulfofTonkin,1370,
414,Unowned,Unowned,Unowned,no,0,0,,0,GuanghouBay,no,0,GuanghouBay,1371,canton
415,Unowned,Unowned,Unowned,no,0,0,,0,TaiwanStrait,no,0,TaiwanStrait,1372,
416,Unowned,Unowned,Unowned,no,0,0,,0,YangTseDelta,no,0,YangTseDelta,1373,
417,Unowned,Unowned,Unowned,no,0,0,,0,YellowSea,no,0,YellowSea,1374,
418,Unowned,Unowned,Unowned,no,0,0,,0,KoreaBay,no,0,KoreaBay,1375,
419,Unowned,Unowned,Unowned,no,0,0,,0,SouthKoreanSea,no,0,SouthKoreanSea,1376,nippon
420,Unowned,Unowned,Unowned,no,0,0,,0,NorthKoreanSea,no,0,NorthKoreanSea,1377,
421,Unowned,Unowned,Unowned,no,0,0,,0,CoastofOlga,no,0,CoastofOlga,1378,
422,Unowned,Unowned,Unowned,no,0,0,,0,TatarStraits,no,0,TatarStraits,1379,
423,MON,serbian,orthodox,no,2,2,livestock,1,Zabljak,yes,0,Zeta,138,ragusa
424,Unowned,Unowned,Unowned,no,0,0,,0,AmurDelta,no,0,AmurDelta,1380,
425,Unowned,Unowned,Unowned,no,0,0,,0,BajofAyan,no,0,BajofAyan,1381,
426,Unowned,Unowned,Unowned,no,0,0,,0,BayofKomenskoie,no,0,BayofKomenskoie,1382,
427,Unowned,Unowned,Unowned,no,0,0,,0,CoastofKamchatska,no,0,CoastofKamchatska,1383,
428,Unowned,Unowned,Unowned,no,0,0,,0,OktothskSea,no,0,OktothskSea,1384,
429,Unowned,Unowned,Unowned,no,0,0,,0,CoastSahkalin,no,0,CoastSahkalin,1385,
430,Unowned,Unowned,Unowned,no,0,0,,0,SoyaStrait,no,0,SoyaStrait,1386,
431,Unowned,Unowned,Unowned,no,0,0,,0,TsugaruStrait,no,0,TsugaruStrait,1387,
432,Unowned,Unowned,Unowned,no,0,0,,0,SeaofJapan,no,0,SeaofJapan,1388,
433,Unowned,Unowned,Unowned,no,0,0,,0,AmakusaSea,no,0,AmakusaSea,1389,
434,HRZ,bosnian,catholic,no,3,3,wool,2,Hum,yes,0,Hum,139,ragusa
435,Unowned,Unowned,Unowned,no,0,0,,0,SettoInlandSea,no,0,SettoInlandSea,1390,
436,Unowned,Unowned,Unowned,no,0,0,,0,TokaiSea,no,0,TokaiSea,1391,
437,Unowned,Unowned,Unowned,no,0,0,,0,RyukyuIslands,no,0,RyukyuIslands,1392,
438,Unowned,Unowned,Unowned,no,0,0,,0,LuzonStrait,no,0,LuzonStrait,1393,
439,Unowned,Unowned,Unowned,no,0,0,,0,ParacelIslands,no,0,ParacelIslands,1394,
440,Unowned,Unowned,Unowned,no,0,0,,0,ManilaBay,no,0,ManilaBay,1395,
441,Unowned,Unowned,Unowned,no,0,0,,0,CoastofLuzon,no,0,CoastofLuzon,1396,
442,Unowned,Unowned,Unowned,no,0,0,,0,GulfofLeyte,no,0,GulfofLeyte,1397,philippines
443,Unowned,Unowned,Unowned,no,0,0,,0,SuluSea,no,0,SuluSea,1398,
444,Unowned,Unowned,Unowned,no,0,0,,0,SeaofCelebes,no,0,SeaofCelebes,1399,
445,DAN,danish,catholic,no,5,5,fish,4,Odense,yes,0,Fyn,14,
446,TUR,bosnian,orthodox,no,3,3,salt,1,Bosnia,yes,0,Bosnia,140,ragusa
447,Unowned,Unowned,Unowned,no,0,0,,0,SeaofTernete,no,0,SeaofTernete,1400,
448,Unowned,Unowned,Unowned,no,0,0,,0,SeaofBanda,no,0,SeaofBanda,1401,
449,Unowned,Unowned,Unowned,no,0,0,,0,PhilipineSea,no,0,PhilipineSea,1402,
450,Unowned,Unowned,Unowned,no,0,0,,0,PalauIslands,no,0,PalauIslands,1403,
451,Unowned,Unowned,Unowned,no,0,0,,0,BiakBay,no,0,BiakBay,1404,
452,Unowned,Unowned,Unowned,no,0,0,,0,VilianStrait,no,0,VilianStrait,1405,
453,Unowned,Unowned,Unowned,no,0,0,,0,TrobrianIslands,no,0,TrobrianIslands,1406,
454,Unowned,Unowned,Unowned,no,0,0,,0,TorresStrait,no,0,TorresStrait,1407,
455,Unowned,Unowned,Unowned,no,0,0,,0,ArafuamSea,no,0,ArafuamSea,1408,
456,Unowned,Unowned,Unowned,no,0,0,,0,KolepomBay,no,0,KolepomBay,1409,
457,SER,serbian,orthodox,no,3,3,grain,2,Smederevo,yes,0,Serbia,141,ragusa
458,Unowned,Unowned,Unowned,no,0,0,,0,GulfofCarpentaria,no,0,GulfofCarpentaria,1410,
459,Unowned,Unowned,Unowned,no,0,0,,0,GreatBarrierReef,no,0,GreatBarrierReef,1411,australia
460,Unowned,Unowned,Unowned,no,0,0,,0,CapricornBay,no,0,CapricornBay,1412,australia
461,Unowned,Unowned,Unowned,no,0,0,,0,CapeHowe,no,0,CapeHowe,1413,
462,Unowned,Unowned,Unowned,no,0,0,,0,BassStrait,no,0,BassStrait,1414,
463,Unowned,Unowned,Unowned,no,0,0,,0,KangarooIsland,no,0,KangarooIsland,1415,
464,Unowned,Unowned,Unowned,no,0,0,,0,GreatAustralianBight,no,0,GreatAustralianBight,1416,
465,Unowned,Unowned,Unowned,no,0,0,,0,CapeLeuwiin,no,0,CapeLeuwiin,1417,
466,Unowned,Unowned,Unowned,no,0,0,,0,SharkBay,no,0,SharkBay,1418,
467,Unowned,Unowned,Unowned,no,0,0,,0,NorthwestCape,no,0,NorthwestCape,1419,
468,VEN,greek,orthodox,no,2,1,fish,3,Corfu,yes,0,Corfu,142,ragusa
469,Unowned,Unowned,Unowned,no,0,0,,0,KingSound,no,0,KingSound,1420,
470,Unowned,Unowned,Unowned,no,0,0,,0,TasmanSea,no,0,TasmanSea,1421,
471,Unowned,Unowned,Unowned,no,0,0,,0,SouthernTasmanSea,no,0,SouthernTasmanSea,1422,
472,Unowned,Unowned,Unowned,no,0,0,,0,CookStrait,no,0,CookStrait,1423,
473,Unowned,Unowned,Unowned,no,0,0,,0,NorthernTasmanSea,no,0,NorthernTasmanSea,1424,
474,Unowned,Unowned,Unowned,no,0,0,,0,CapeFarwell,no,0,CapeFarwell,1425,
475,Unowned,Unowned,Unowned,no,0,0,,0,CoastofNewZealand,no,0,CoastofNewZealand,1426,
476,Unowned,Unowned,Unowned,no,0,0,,0,CanteburyBight,no,0,CanteburyBight,1427,
477,Unowned,Unowned,Unowned,no,0,0,,0,SeaofAntarctica,no,0,SeaofAntarctica,1428,
478,Unowned,Unowned,Unowned,no,0,0,,0,NewCaledonianSea,no,0,NewCaledonianSea,1429,
479,TUR,albanian,orthodox,no,2,1,,1,Vlorë,yes,0,Vlore,143,ragusa
480,Unowned,Unowned,Unowned,no,0,0,,0,CoralSea,no,0,CoralSea,1430,
481,Unowned,Unowned,Unowned,no,0,0,,0,GilbertSea,no,0,GilbertSea,1431,
482,Unowned,Unowned,Unowned,no,0,0,,0,SolomonSea,no,0,SolomonSea,1432,
483,Unowned,Unowned,Unowned,no,0,0,,0,NauruIsland,no,0,NauruIsland,1433,
484,Unowned,Unowned,Unowned,no,0,0,,0,MelanesiaSea,no,0,MelanesiaSea,1434,
485,Unowned,Unowned,Unowned,no,0,0,,0,MicronesiaSea,no,0,MicronesiaSea,1435,
486,Unowned,Unowned,Unowned,no,0,0,,0,YapIslands,no,0,YapIslands,1436,
487,Unowned,Unowned,Unowned,no,0,0,,0,MarianaIslands,no,0,MarianaIslands,1437,
488,Unowned,Unowned,Unowned,no,0,0,,0,TinianSea,no,0,TinianSea,1438,
489,Unowned,Unowned,Unowned,no,0,0,,0,IwoJimaSea,no,0,IwoJimaSea,1439,
490,EPI,greek,orthodox,no,2,1,wool,1,Ioannina,yes,0,Janina,144,ragusa
491,Unowned,Unowned,Unowned,no,0,0,,0,TaiheiOcean,no,0,TaiheiOcean,1440,
492,Unowned,Unowned,Unowned,no,0,0,,0,TheKuriles,no,0,TheKuriles,1441,
493,Unowned,Unowned,Unowned,no,0,0,,0,BayofUka,no,0,BayofUka,1442,
494,Unowned,Unowned,Unowned,no,0,0,,0,BayofOljut,no,0,BayofOljut,1443,
495,Unowned,Unowned,Unowned,no,0,0,,0,BayofAnadyr,no,0,BayofAnadyr,1444,
496,Unowned,Unowned,Unowned,no,0,0,,0,BeringSea,no,0,BeringSea,1445,
497,Unowned,Unowned,Unowned,no,0,0,,0,HornofAfrica,no,0,HornofAfrica,1446,
498,Unowned,Unowned,Unowned,no,0,0,,0,CoastofPepper,no,0,CoastofPepper,1447,
499,Unowned,Unowned,Unowned,no,0,0,,0,ZanzibarStrait,no,0,ZanzibarStrait,1448,zanzibar
500,Unowned,Unowned,Unowned,no,0,0,,0,MozambiqueChannel,no,0,MozambiqueChannel,1449,
501,BYZ,greek,orthodox,no,3,2,wine,1,Mystras,yes,0,Morea,145,ragusa
502,Unowned,Unowned,Unowned,no,0,0,,0,DiegoSuarezBay,no,0,DiegoSuarezBay,1450,
503,Unowned,Unowned,Unowned,no,0,0,,0,WesternArabianSea,no,0,WesternArabianSea,1451,
504,Unowned,Unowned,Unowned,no,0,0,,0,EasternArabianSea,no,0,EasternArabianSea,1452,
505,Unowned,Unowned,Unowned,no,0,0,,0,TheSeychelles,no,0,TheSeychelles,1453,
506,Unowned,Unowned,Unowned,no,0,0,,0,CoastofTamatave,no,0,CoastofTamatave,1454,
507,Unowned,Unowned,Unowned,no,0,0,,0,TheMascareignes,no,0,TheMascareignes,1455,
508,Unowned,Unowned,Unowned,no,0,0,,0,GulfofZambeze,no,0,GulfofZambeze,1456,
509,Unowned,Unowned,Unowned,no,0,0,,0,CoastofNatal,no,0,CoastofNatal,1457,
510,Unowned,Unowned,Unowned,no,0,0,,0,CoastofTranskei,no,0,CoastofTranskei,1458,
511,Unowned,Unowned,Unowned,no,0,0,,0,CoastofCiskei,no,0,CoastofCiskei,1459,
512,VEN,greek,orthodox,no,4,4,grain,3,Athens,yes,1,Athens,146,ragusa
513,Unowned,Unowned,Unowned,no,0,0,,0,CapeofGoodHope,no,0,CapeofGoodHope,1460,cape_of_good_hope
514,Unowned,Unowned,Unowned,no,0,0,,0,CoastofNamibia,no,0,CoastofNamibia,1461,
515,Unowned,Unowned,Unowned,no,0,0,,0,CoastofAngola,no,0,CoastofAngola,1462,
516,Unowned,Unowned,Unowned,no,0,0,,0,GulfofKongo,no,0,GulfofKongo,1463,
517,Unowned,Unowned,Unowned,no,0,0,,0,CoastofCameroon,no,0,CoastofCameroon,1464,
518,Unowned,Unowned,Unowned,no,0,0,,0,GulfofNigeria,no,0,GulfofNigeria,1465,
519,Unowned,Unowned,Unowned,no,0,0,,0,IvoryCoast,no,0,IvoryCoast,1466,ivory_coast
520,Unowned,Unowned,Unowned,no,0,0,,0,GoldCoast,no,0,GoldCoast,1467,
521,Unowned,Unowned,Unowned,no,0,0,,0,CoastofGamvia,no,0,CoastofGamvia,1468,
522,Unowned,Unowned,Unowned,no,0,0,,0,CoastofGuinea,no,0,CoastofGuinea,1469,
523,TUR,greek,orthodox,no,5,5,wool,2,Trikala,yes,0,Salonica,147,ragusa
524,Unowned,Unowned,Unowned,no,0,0,,0,MaueretanianCoast,no,0,MaueretanianCoast,1470,
525,Unowned,Unowned,Unowned,no,0,0,,0,CanarianSea,no,0,CanarianSea,1471,
526,Unowned,Unowned,Unowned,no,0,0,,0,CoastofMorocco,no,0,CoastofMorocco,1472,
527,Unowned,Unowned,Unowned,no,0,0,,0,JanMayenSea,no,0,JanMayenSea,1473,
528,Unowned,Unowned,Unowned,no,0,0,,0,SpitzbergSea,no,0,SpitzbergSea,1474,
529,Unowned,Unowned,Unowned,no,0,0,,0,IcelandicSea,no,0,IcelandicSea,1475,
530,Unowned,Unowned,Unowned,no,0,0,,0,ShetlandStraits,no,0,ShetlandStraits,1476,
531,Unowned,Unowned,Unowned,no,0,0,,0,CoastofIceland,no,0,CoastofIceland,1477,
532,Unowned,Unowned,Unowned,no,0,0,,0,NortheasternAtlantic,no,0,NortheasternAtlantic,1478,
533,Unowned,Unowned,Unowned,no,0,0,,0,Rockall,no,0,Rockall,1479,
534,TUR,greek,orthodox,no,4,4,cloth,2,Thessaloniki,yes,2,Thessaloniki,148,ragusa
535,Unowned,Unowned,Unowned,no,0,0,,0,DenmarkStrait,no,0,DenmarkStrait,1480,
536,Unowned,Unowned,Unowned,no,0,0,,0,EasternCoastofGreenland,no,0,EasternCoastofGreenland,1481,
537,Unowned,Unowned,Unowned,no,0,0,,0,WesternCoastofGreenland,no,0,WesternCoastofGreenland,1482,
538,Unowned,Unowned,Unowned,no,0,0,,0,LabradorStrait,no,0,LabradorStrait,1483,
539,Unowned,Unowned,Unowned,no,0,0,,0,BaffinBay,no,0,BaffinBay,1484,
540,Unowned,Unowned,Unowned,no,0,0,,0,HudsonStraits,no,0,HudsonStraits,1485,
